Transaction ID,Salesperson,Date,Payment Month,Status,Revenue,Company Name
895,Schwarz,23/03/2024,Jun,Lapsed,11970,Chez Quis
896,Pritchett,23/03/2024,Jun,New,2130,Massive Dynamic
897,Simonson,24/03/2024,Jun,Lapsed,6390,Energy Corporation
898,Vincent,24/03/2024,Jun,New,1500,Blammo Corp
899,Schwarz,24/03/2024,Jun,Lapsed,28650,C.H. Lavatory and Sons
900,Ahmad,24/03/2024,Jun,New,25200,Union Aerospace Corporation
901,Hitchcock,24/03/2024,Jun,Existing,21720,Culdee Fell Railway
902,Ahmad,24/03/2024,Jun,Lapsed,18000,Shinra Electric Power Company
903,Simonson,24/03/2024,Jun,New,17760,Big T Burgers and Fries
904,Vincent,24/03/2024,Jun,New,15630,NorthAm Robotics
905,Pritchett,24/03/2024,Jun,New,22170,The Queen Victoria
906,Ahmad,24/03/2024,Jun,New,28980,Western Gas & Electric
907,Levy,24/03/2024,Jun,Lapsed,13950,ABC Corp
908,Kroll,25/03/2024,Jun,New,21720,Corellian Engineering Corporation
909,Palacios,25/03/2024,Jun,Existing,12150,Shinra Electric Power Company
910,Ahmad,25/03/2024,Jun,New,19680,SpringShield
911,Palacios,25/03/2024,Jun,Existing,21600,North Western Railway
912,Kroll,25/03/2024,Jun,Lapsed,4020,Petrox Oil Company
913,Levy,25/03/2024,Jul,New,21660,General Products
914,Vincent,25/03/2024,Jul,New,20130,Flowers By Irene
915,Batiste,25/03/2024,Jul,New,23760,Shinra Electric Power Company
916,Ahmad,25/03/2024,Jul,New,19110,Zorg Industries
917,Simonson,25/03/2024,Jul,Lapsed,8700,Matsumura Fishworks
918,Parrish,25/03/2024,Jul,New,13380,Union Aerospace Corporation
919,Simonson,25/03/2024,Jul,Existing,9000,Brown Streak Railroad
920,Ahmad,26/03/2024,Jul,Lapsed,9060,Sonky Rubber Goods
921,Palacios,26/03/2024,Jul,Existing,18150,Chez Quis
922,Batiste,26/03/2024,Jul,New,29760,Queen Industries
923,Simonson,26/03/2024,Jul,Existing,9750,Input Inc.
924,Simonson,26/03/2024,Jul,Existing,27120,Vandelay Industries
925,Baines,26/03/2024,Jul,Lapsed,2160,Klimpys
926,Gilman,26/03/2024,Jul,Existing,12750,SpringShield
927,Schwarz,26/03/2024,Jul,New,12840,The Drunken Clam
928,Pritchett,26/03/2024,Jul,Existing,14670,Global Dynamics
929,Baines,27/03/2024,Jul,Existing,4770,Flowers By Irene
930,Pritchett,27/03/2024,Jul,New,21420,United Fried Chicken
931,Levy,27/03/2024,Jul,New,2820,Rossum Corporation
932,Hitchcock,27/03/2024,Jul,New,9660,Megadodo Publications
933,Levy,27/03/2024,Jul,Existing,14340,Axis Chemical Co.
934,Levy,27/03/2024,Jul,Existing,12150,Globex Corporation
935,Batiste,27/03/2024,Jul,Existing,24060,Sirius Cybernetics Corporation
936,Gilman,27/03/2024,Jul,Existing,3660,TetraCorp
937,Ahmad,27/03/2024,Jul,New,18990,Arlesdale Railway
938,Hitchcock,27/03/2024,Jul,New,27000,Thrift Bank
939,Kroll,27/03/2024,Jul,New,27300,Powell Motors
940,Pritchett,27/03/2024,Jul,Existing,28710,MARS Industries
941,Vincent,27/03/2024,Jul,Lapsed,11580,Big Belly Burger
942,Batiste,28/03/2024,Jul,New,2340,CC Corporation
943,Batiste,28/03/2024,Jul,Existing,11820,Transworld Consortium
944,Gilman,28/03/2024,Aug,New,6120,Paradise Airlines
945,Vincent,28/03/2024,Aug,Lapsed,16590,KrebStar
946,Schwarz,28/03/2024,Aug,Lapsed,27240,Plow King
947,Baines,28/03/2024,Aug,New,21060,Tip Top Cafe
948,Palacios,28/03/2024,Aug,Lapsed,12000,Flowers By Irene
949,Levy,28/03/2024,Aug,New,24090,North Central Positronics
950,Hitchcock,28/03/2024,Aug,New,11190,Roxxon
951,Simonson,28/03/2024,Aug,Lapsed,12210,Primatech
952,Palacios,28/03/2024,Aug,New,21390,Trans Pacific Airlines
953,Vincent,28/03/2024,Aug,Lapsed,12000,North Western Railway
954,Levy,28/03/2024,Aug,Existing,1950,XYZ Corp
955,Ahmad,28/03/2024,Aug,Existing,11160,Cyberdyne Systems
956,Gilman,28/03/2024,Aug,Existing,16050,CC Corporation
957,Hall,29/03/2024,Aug,New,22350,Allied Biscuit
958,Kroll,29/03/2024,Aug,Existing,22230,Stark Industries
959,Kroll,29/03/2024,Aug,Existing,28050,Bad Wolf Corporation
960,Schwarz,29/03/2024,Aug,Existing,24570,The Queen Victoria
961,Parrish,29/03/2024,Aug,Existing,12120,Nordyne Defense Dynamics
962,Levy,29/03/2024,Aug,Existing,18810,CC Corporation
963,Pritchett,29/03/2024,Aug,New,12240,Wallaby Airlines
964,Batiste,29/03/2024,Aug,New,22260,The Queen Victoria
965,Palacios,29/03/2024,Aug,New,18300,Massive Dynamic
966,Palacios,30/03/2024,Aug,Existing,2220,Edgars Industries
967,Pritchett,30/03/2024,Aug,Existing,14910,Crudgington Brewery
968,Simonson,30/03/2024,Aug,New,12420,Blarg Factory
969,Baines,30/03/2024,Aug,New,29460,Energy Corporation
970,Schwarz,30/03/2024,Aug,Existing,4770,Culdee Fell Railway
971,Baines,30/03/2024,Aug,New,7140,Vandelay Industries
972,Schwarz,30/03/2024,Aug,New,19080,Wayne Enterprises
973,Palacios,30/03/2024,Aug,Existing,18780,Plow King
974,Simonson,30/03/2024,Aug,New,7950,Minuteman Cafe
975,Ahmad,30/03/2024,Sep,Existing,9960,Three Waters
976,Pritchett,30/03/2024,Sep,Existing,11430,Spade and Archer
977,Batiste,31/03/2024,Sep,Existing,1680,Transworld Consortium
978,Moll,31/03/2024,Sep,Existing,6960,Plow King
979,Hall,31/03/2024,Sep,New,18870,Mammoth Pictures
980,Schwarz,31/03/2024,Sep,New,10230,Charles Townsend Agency
981,Hall,31/03/2024,Sep,Lapsed,23400,London and West Coast Railway
982,Vincent,31/03/2024,Sep,Lapsed,14040,InGen Corporation
983,Pritchett,31/03/2024,Sep,New,15360,Galaxy Corp
984,Hall,31/03/2024,Sep,New,1980,Crudgington Brewery
985,Baines,31/03/2024,Sep,New,2340,Umbrella Corporation
986,Hitchcock,31/03/2024,Sep,New,4590,Initrode
987,Baines,31/03/2024,Sep,New,13410,Canada World Airways
988,Hitchcock,01/04/2024,Sep,Existing,14760,Universal Exports
989,Parrish,01/04/2024,Sep,Existing,16380,Hishii Industries
990,Gilman,01/04/2024,Sep,New,26760,Union Aerospace Corporation
991,Hall,01/04/2024,Sep,New,19230,Barrytron
992,Hitchcock,01/04/2024,Sep,Existing,2670,Gringotts
993,Kroll,01/04/2024,Sep,Lapsed,27240,Blarg Factory
994,Baines,01/04/2024,Sep,Existing,12690,Atlantic International Airlines
995,Baines,01/04/2024,Sep,Existing,5730,QWERTY Logistics
996,Vincent,01/04/2024,Sep,New,19920,123 Warehousing
997,Gilman,01/04/2024,Sep,Lapsed,14280,Ewing Oil
998,Batiste,01/04/2024,Sep,Existing,8280,Brown Streak Railroad
999,Palacios,01/04/2024,Sep,Lapsed,28740,Omni Consumer Products
1000,Moll,02/04/2024,Sep,New,9750,Ankh-Sto Associates
1001,Parrish,02/04/2024,Sep,Lapsed,14520,Vandelay Industries
1002,Batiste,02/04/2024,Sep,Lapsed,21510,InGen Corporation
1003,Kroll,02/04/2024,Sep,New,11760,North Western Railway
1004,Vincent,02/04/2024,Sep,Lapsed,19890,Minco
1005,Pritchett,02/04/2024,Oct,New,10290,ZiffCorp
1006,Hall,02/04/2024,Oct,New,24990,Bluth Company
1007,Baines,02/04/2024,Oct,Lapsed,18480,Wayne Enterprises
1008,Baines,02/04/2024,Oct,New,11310,Culdee Fell Railway
1009,Moll,02/04/2024,Oct,New,25560,Trans Global Airlines
1010,Ahmad,02/04/2024,Oct,Existing,15900,Columbia Airlines
1011,Gilman,02/04/2024,Oct,Lapsed,24180,XYZ Corp
1012,Batiste,02/04/2024,Oct,New,14460,Axis Chemical Co.
1013,Moll,02/04/2024,Oct,New,24060,Southern Railway of Northern Ireland
1014,Vincent,02/04/2024,Oct,Lapsed,10740,Canada World Airways
1015,Vincent,03/04/2024,Oct,Existing,15480,The Lanford Lunch Box
1016,Simonson,03/04/2024,Oct,Lapsed,16980,Atlantic Northern
1017,Gilman,03/04/2024,Oct,New,28110,123 Warehousing
1018,Simonson,03/04/2024,Oct,New,17520,C.H. Lavatory and Sons
1019,Ahmad,03/04/2024,Oct,Lapsed,17550,General Products
1020,Baines,03/04/2024,Oct,Existing,6450,Arlesdale Railway
1021,Hitchcock,03/04/2024,Oct,Existing,3120,Big Belly Burger
1022,Levy,03/04/2024,Oct,New,28530,Plow King
1023,Pritchett,03/04/2024,Oct,Lapsed,17340,The Lanford Lunch Box
1024,Gilman,03/04/2024,Oct,New,20310,The Lanford Lunch Box
1025,Vincent,03/04/2024,Oct,Existing,25890,U.S. Robotics and Mechanical Men
1026,Gilman,03/04/2024,Oct,Existing,3300,Sample Inc.
1027,Hall,03/04/2024,Oct,New,17310,Blue Sun Corporation
1028,Pritchett,04/04/2024,Oct,Existing,2310,Quark Industries
1029,Schwarz,04/04/2024,Oct,New,24420,Stark Industries
1030,Ahmad,04/04/2024,Oct,New,20460,Jupiter Mining Corporation
1031,Pritchett,04/04/2024,Oct,Lapsed,15000,The New Firm
1032,Palacios,04/04/2024,Oct,New,27840,Globo Gym American Corp
1033,Pritchett,04/04/2024,Oct,Existing,6690,Mishima Zaibatsu
1034,Vincent,04/04/2024,Oct,New,28110,Initrode
1035,Hitchcock,04/04/2024,Oct,New,19710,Southern Railway of Northern Ireland
1036,Palacios,04/04/2024,Nov,New,11130,Extensive Enterprise
1037,Ahmad,04/04/2024,Nov,Existing,11790,Sixty Second Avenue
1038,Hitchcock,04/04/2024,Nov,New,7980,London and West Coast Railway
1039,Simonson,04/04/2024,Nov,Existing,2670,Widget Corp
1040,Palacios,05/04/2024,Nov,Existing,2940,United Robotronics
1041,Simonson,05/04/2024,Nov,Existing,8070,Monarch Playing Card Co.
1042,Levy,05/04/2024,Nov,Existing,4920,United Robotronics
1043,Gilman,05/04/2024,Nov,Existing,19590,United Robotronics
1044,Hall,05/04/2024,Nov,New,23730,Primatech Paper Co.
1045,Hall,05/04/2024,Nov,Existing,14670,Fabrikam Corporation
1046,Levy,05/04/2024,Nov,New,8820,InGen Corporation
1047,Baines,05/04/2024,Nov,Existing,24960,Onion Pacific Railroad
1048,Simonson,05/04/2024,Nov,Existing,10650,C.H. Lavatory and Sons
1049,Schwarz,05/04/2024,Nov,Existing,17820,QWERTY Logistics
1050,Schwarz,05/04/2024,Nov,New,21000,Sudden Pacific Railroad
1051,Levy,05/04/2024,Nov,Existing,22710,Blammo Corp
1052,Schwarz,06/04/2024,Nov,New,11040,Western Gas & Electric
1053,Levy,06/04/2024,Nov,Existing,9450,Springfield Nuclear Power Plant
1054,Baines,06/04/2024,Nov,Existing,27420,Minco
1055,Ahmad,06/04/2024,Nov,Existing,29430,McMahon and Tate
1056,Schwarz,06/04/2024,Nov,New,14160,Trans United Airways
1057,Gilman,06/04/2024,Nov,Existing,21060,Wayne Enterprises
1058,Simonson,06/04/2024,Nov,New,19530,Sudden Pacific Railroad
1059,Vincent,06/04/2024,Nov,Existing,11940,Globo Gym American Corp
1060,Hitchcock,06/04/2024,Nov,Existing,16080,TetraCorp
1061,Ahmad,06/04/2024,Nov,New,17970,Western Gas & Electric
1062,Simonson,07/04/2024,Nov,Lapsed,5640,SpringShield
1063,Hall,07/04/2024,Nov,New,15090,Wernham Hogg
1064,Gilman,07/04/2024,Nov,New,18240,Mammoth Pictures
1065,Schwarz,07/04/2024,Nov,Existing,22680,St. Anky Beer
1066,Baines,07/04/2024,Dec,Lapsed,19770,ZiffCorp
1067,Palacios,07/04/2024,Dec,New,24510,Vandelay Industries
1068,Parrish,07/04/2024,Dec,Lapsed,7920,Slate Rock and Gravel Company
1069,Parrish,07/04/2024,Dec,New,24570,Widget Corp
1070,Schwarz,07/04/2024,Dec,New,25020,General Services Corporation
1071,Ahmad,07/04/2024,Dec,Existing,28950,Zevo Toys
1072,Simonson,07/04/2024,Dec,Existing,25050,Zevo Toys
1073,Vincent,08/04/2024,Dec,Lapsed,3750,Onion Pacific Railroad
1074,Pritchett,08/04/2024,Dec,New,18210,Onion Pacific Railroad
1075,Levy,08/04/2024,Dec,New,8760,Globo-Chem
1076,Baines,08/04/2024,Dec,New,6870,Gringotts
1077,Baines,08/04/2024,Dec,New,26520,Trans American Airlines
1078,Hitchcock,08/04/2024,Dec,Lapsed,6870,Trans Pacific Airlines
1079,Batiste,08/04/2024,Dec,New,4470,Monarch Playing Card Co.
1080,Gilman,08/04/2024,Dec,New,4560,General Services Corporation
1081,Levy,08/04/2024,Dec,Lapsed,9360,Extensive Enterprise
1082,Moll,08/04/2024,Dec,New,26280,Kumatsu Motors
1083,Batiste,09/04/2024,Dec,Existing,6630,Corellian Engineering Corporation
1084,Pritchett,09/04/2024,Dec,Existing,20970,Initrode
1085,Hall,09/04/2024,Dec,Lapsed,2460,Mainway Toys
1086,Baines,09/04/2024,Dec,New,10080,Tip Top Cafe
1087,Batiste,09/04/2024,Dec,Existing,9330,Osato Chemicals
1088,Simonson,09/04/2024,Dec,Lapsed,14670,Trans Regional Airlines
1089,Vincent,09/04/2024,Dec,Lapsed,10830,NorthAm Robotics
1090,Schwarz,09/04/2024,Dec,New,10860,Onion Pacific Railroad
1091,Palacios,09/04/2024,Dec,Lapsed,5250,United Fried Chicken
1092,Pritchett,10/04/2024,Dec,New,11370,General Forge and Foundry
1093,Palacios,10/04/2024,Dec,New,10260,Ace Tomato Company
1094,Moll,10/04/2024,Dec,New,3570,Petrox Oil Company
1095,Batiste,10/04/2024,Dec,Lapsed,27480,Data Systems
1096,Pritchett,10/04/2024,Dec,Existing,22950,General Products
1097,Simonson,10/04/2024,Jan,Lapsed,18090,Three Waters
1098,Schwarz,10/04/2024,Jan,Existing,12780,Water and Power
1099,Vincent,10/04/2024,Jan,Existing,10170,Paradise Airlines
1100,Palacios,11/04/2024,Jan,Lapsed,6840,ABC Corp
1101,Schwarz,11/04/2024,Jan,New,12660,Nordyne Defense Dynamics
1102,Vincent,11/04/2024,Jan,Existing,13530,QuantCo
1103,Batiste,11/04/2024,Jan,New,10170,St. Anky Beer
1104,Gilman,11/04/2024,Jan,New,13770,Brown Streak Railroad
1105,Pritchett,11/04/2024,Jan,Existing,29490,Universal Exports
1106,Palacios,11/04/2024,Jan,New,27840,Tip Top Cafe
1107,Schwarz,12/04/2024,Jan,Existing,16500,Megadodo Publications
1108,Simonson,12/04/2024,Jan,Existing,8760,Initech
1109,Levy,12/04/2024,Jan,Existing,6480,CC Corporation
1110,Hitchcock,12/04/2024,Jan,New,6720,Rossum Corporation
1111,Schwarz,12/04/2024,Jan,New,7170,Springfield Nuclear Power Plant
1112,Pritchett,12/04/2024,Jan,Existing,8850,The Drunken Clam
1113,Moll,12/04/2024,Jan,New,2490,Global Airways
1114,Simonson,12/04/2024,Jan,Existing,26550,Quantum Airlines
1115,Gilman,13/04/2024,Jan,Lapsed,3150,Columbia Airlines
1116,Baines,13/04/2024,Jan,Existing,5460,General Products
1117,Ahmad,13/04/2024,Jan,Existing,9630,SpringShield
1118,Schwarz,13/04/2024,Jan,New,15120,Bluth Company
1119,Levy,13/04/2024,Jan,Existing,12240,Industrial Automation
1120,Schwarz,13/04/2024,Jan,Lapsed,17100,Trans Allied Airlines
1121,Levy,13/04/2024,Jan,New,7650,Monks Diner
1122,Baines,13/04/2024,Jan,New,7830,Transworld Consortium
1123,Moll,13/04/2024,Jan,New,8670,Extensive Enterprise
1124,Hitchcock,13/04/2024,Jan,Existing,2100,Culdee Fell Railway
1125,Palacios,14/04/2024,Jan,Existing,6750,Gizmonic Institute
1126,Gilman,14/04/2024,Jan,Existing,3240,TriOptimum Corporation
1127,Levy,14/04/2024,Jan,Existing,17040,CC Corporation
1128,Pritchett,14/04/2024,Feb,Lapsed,8220,QWERTY Logistics
1129,Levy,14/04/2024,Feb,Existing,23670,North Central Positronics
1130,Baines,14/04/2024,Feb,New,9810,Globo Gym American Corp
1131,Parrish,14/04/2024,Feb,Lapsed,21870,Three Waters
1132,Kroll,14/04/2024,Feb,New,15810,Atlantic International Airlines
1133,Simonson,14/04/2024,Feb,Lapsed,12210,Input Inc.
1134,Gilman,14/04/2024,Feb,Lapsed,25920,Zorg Industries
1135,Baines,14/04/2024,Feb,New,18270,North Central Positronics
1136,Batiste,14/04/2024,Feb,Existing,20730,Trans Regional Airlines
1137,Baines,14/04/2024,Feb,New,24390,Corellian Engineering Corporation
1138,Baines,14/04/2024,Feb,Existing,13590,Atlantic International Airlines
1139,Parrish,15/04/2024,Feb,New,27390,Roxxon
1140,Baines,15/04/2024,Feb,New,28020,Axis Chemical Co.
1141,Hall,15/04/2024,Feb,New,6930,MARS Industries
1142,Kroll,15/04/2024,Feb,Existing,15330,Trans Allied Airlines
1143,Schwarz,15/04/2024,Feb,New,7500,The New Firm
1144,Moll,15/04/2024,Feb,Lapsed,26160,Quark Industries
1145,Simonson,15/04/2024,Feb,Existing,27840,Primatech
1146,Hall,15/04/2024,Feb,Lapsed,26640,Gadgetron
1147,Kroll,15/04/2024,Feb,New,11670,Paradise Airlines
1148,Levy,15/04/2024,Feb,Existing,25440,Paradise Airlines
1149,Kroll,15/04/2024,Feb,Existing,23520,Input Inc.
1150,Kroll,16/04/2024,Feb,New,27180,Barrytron
1151,Pritchett,16/04/2024,Feb,Lapsed,14040,U.S. Robotics and Mechanical Men
1152,Batiste,16/04/2024,Feb,New,21600,Mammoth Pictures
1153,Parrish,16/04/2024,Feb,Lapsed,9150,Benthic Petroleum
1154,Parrish,16/04/2024,Feb,Existing,25650,Widget Corp
1155,Baines,16/04/2024,Feb,Lapsed,27330,Water and Power
1156,Batiste,16/04/2024,Mar,New,4980,Trans Pacific Airlines
1157,Gilman,16/04/2024,Mar,New,10500,United Fried Chicken
1158,Schwarz,16/04/2024,Mar,New,18960,Roboto Industries
1159,Levy,16/04/2024,Mar,Existing,28560,Parrish Communications
1160,Moll,16/04/2024,Mar,Existing,18810,Galaxy Corp
1161,Levy,17/04/2024,Mar,New,6450,Videlectrix
1162,Kroll,17/04/2024,Mar,Lapsed,19320,Mammoth Pictures
1163,Baines,17/04/2024,Mar,Existing,8490,Trans American Airlines
1164,Levy,17/04/2024,Mar,New,9930,BLAND Corporation
1165,Kroll,17/04/2024,Mar,Existing,9450,Industrial Automation
1166,Schwarz,17/04/2024,Mar,New,29550,Ajax Corporation
1167,Batiste,17/04/2024,Mar,Existing,18360,123 Warehousing
1168,Schwarz,17/04/2024,Mar,Lapsed,26820,Big T Burgers and Fries
1169,Palacios,17/04/2024,Mar,Existing,13830,Videlectrix
1170,Gilman,17/04/2024,Mar,Lapsed,27240,Atlantic International Airlines
1171,Batiste,17/04/2024,Mar,Existing,15390,Zevo Toys
1172,Batiste,17/04/2024,Mar,Existing,17400,BLAND Corporation
1173,Pritchett,18/04/2024,Mar,New,20340,United Robotronics
1174,Pritchett,18/04/2024,Mar,Existing,25110,Trans United Airways
1175,Ahmad,18/04/2024,Mar,Existing,20010,Contoso Corporation
1176,Hitchcock,18/04/2024,Mar,Existing,5760,Atlantic Corporation
1177,Batiste,18/04/2024,Mar,New,27690,The Hanso Foundation
1178,Batiste,18/04/2024,Mar,New,23550,Trans American Airlines
1179,Pritchett,18/04/2024,Mar,Existing,20100,KrebStar
1180,Palacios,18/04/2024,Mar,Existing,11910,Federation World Airlines
1181,Baines,18/04/2024,Mar,Existing,24870,Milliways
1182,Gilman,18/04/2024,Mar,Existing,4380,Liandri Mining Corporation
1183,Gilman,18/04/2024,Mar,New,6180,Bad Wolf Corporation
1184,Palacios,19/04/2024,Mar,New,19200,Tip Top Cafe
1185,Gilman,19/04/2024,Mar,New,11100,Wallaby Airlines
1186,Hall,19/04/2024,Mar,Existing,24450,Global Dynamics
1187,Gilman,19/04/2024,Apr,Existing,13830,Contoso Corporation
1188,Batiste,19/04/2024,Apr,Existing,16680,Atlantic Northern
1189,Ahmad,19/04/2024,Apr,Lapsed,25620,Slate Rock and Gravel Company
1190,Moll,19/04/2024,Apr,Existing,7830,General Products
1191,Baines,19/04/2024,Apr,New,15480,Spade and Archer
1192,Moll,19/04/2024,Apr,New,19770,Jupiter Mining Corporation
1193,Moll,19/04/2024,Apr,Lapsed,13650,United Fried Chicken
1194,Schwarz,19/04/2024,Apr,New,26760,Globex Corporation
1195,Ahmad,20/04/2024,Apr,Existing,14280,Mainco
1196,Simonson,20/04/2024,Apr,New,1740,Monks Diner
1197,Vincent,20/04/2024,Apr,Lapsed,12990,LexCorp
1198,Pritchett,20/04/2024,Apr,New,20820,United Fried Chicken
1199,Vincent,20/04/2024,Apr,Lapsed,26670,Stark Industries
1200,Kroll,20/04/2024,Apr,Lapsed,5700,Hishii Industries
1201,Ahmad,20/04/2024,Apr,Existing,10020,North Central Positronics
1202,Moll,20/04/2024,Apr,New,21540,Arlesdale Railway
1203,Moll,20/04/2024,Apr,Existing,27660,SpringShield
1204,Baines,20/04/2024,Apr,Existing,4110,Praxis Corporation
1205,Kroll,20/04/2024,Apr,Lapsed,17670,Roxxon
1206,Pritchett,20/04/2024,Apr,Lapsed,4860,Stark Industries
1207,Hall,20/04/2024,Apr,Existing,2790,Cathedral Software
1208,Kroll,21/04/2024,Apr,New,7020,North Western Railway
1209,Vincent,21/04/2024,Apr,Existing,13830,Ajax Corporation
1210,Pritchett,21/04/2024,Apr,Lapsed,26670,Klimpys
1211,Levy,21/04/2024,Apr,New,23790,123 Warehousing
1212,Schwarz,21/04/2024,Apr,New,28560,Plow King
1213,Gilman,21/04/2024,Apr,New,5880,Klimpys
1214,Baines,21/04/2024,Apr,Existing,8370,Trans Allied Airlines
1215,Kroll,21/04/2024,Apr,Existing,4440,Stark Industries
1216,Parrish,21/04/2024,Apr,Existing,2130,PediaCorp
1217,Vincent,21/04/2024,May,New,2580,North Western Railway
1218,Baines,21/04/2024,May,Existing,16680,United Robotronics
1219,Schwarz,21/04/2024,May,Lapsed,7560,Caliban Industries
1220,Batiste,21/04/2024,May,Existing,23640,Widget Corp
1221,Simonson,21/04/2024,May,New,1980,Trans Global Airlines
1222,Simonson,22/04/2024,May,Existing,7980,Bluth Company
1223,Simonson,22/04/2024,May,Existing,3120,Zevo Toys
1224,Palacios,22/04/2024,May,New,21540,Barrytron
1225,Vincent,22/04/2024,May,Existing,14460,Mainco
1226,Hitchcock,22/04/2024,May,New,21570,Umbrella Corporation
1227,Baines,22/04/2024,May,Existing,17520,Parrish Communications
1228,Kroll,22/04/2024,May,Existing,17790,Trans Allied Airlines
1229,Levy,22/04/2024,May,Existing,4890,Mishima Zaibatsu
1230,Palacios,22/04/2024,May,Existing,19170,Trans Allied Airlines
1231,Hall,23/04/2024,May,New,25860,Bad Wolf Corporation
1232,Simonson,23/04/2024,May,New,10560,Quark Industries
1233,Palacios,23/04/2024,May,New,20550,ABC Corp
1234,Kroll,23/04/2024,May,New,14880,Springfield Nuclear Power Plant
1235,Schwarz,23/04/2024,May,Existing,11940,Bluth Company
1236,Palacios,23/04/2024,May,Existing,9900,OmniCo
1237,Hall,23/04/2024,May,Existing,28410,Trans United Airways
1238,Hitchcock,23/04/2024,May,New,24450,Sheinhardt Wig Company
1239,Batiste,23/04/2024,May,Lapsed,19230,Acme Corp
1240,Kroll,23/04/2024,May,New,18120,Initrode
1241,Pritchett,23/04/2024,May,New,3330,XYZ Corp
1242,Levy,23/04/2024,May,New,8430,Blarg Factory
1243,Hall,23/04/2024,May,Existing,16050,Paradise Airlines
1244,Moll,23/04/2024,May,Existing,16740,Globo-Chem
1245,Parrish,24/04/2024,May,Lapsed,17460,Incom Corporation
1246,Baines,24/04/2024,May,Existing,3690,Minco
1247,Parrish,24/04/2024,May,Lapsed,23940,Atlantic International Airlines
1248,Batiste,24/04/2024,Jun,Lapsed,21690,Rouster and Sideways
1249,Hitchcock,24/04/2024,Jun,Existing,7890,Initech
1250,Schwarz,24/04/2024,Jun,Existing,3330,Tessier-Ashpool
1251,Hall,24/04/2024,Jun,Lapsed,16020,Gizmonic Institute
1252,Vincent,25/04/2024,Jun,Existing,8010,Bad Wolf Corporation
1253,Gilman,25/04/2024,Jun,Lapsed,7350,Union Aerospace Corporation
1254,Pritchett,25/04/2024,Jun,Existing,3150,Quantum Airlines
1255,Baines,25/04/2024,Jun,New,19110,Sirius Cybernetics Corporation
1256,Pritchett,25/04/2024,Jun,Lapsed,28800,Praxis Corporation
1257,Levy,25/04/2024,Jun,Existing,18390,Wayne Enterprises
1258,Hitchcock,25/04/2024,Jun,Existing,8250,The Hanso Foundation
1259,Ahmad,25/04/2024,Jun,Existing,7290,Culdee Fell Railway
1260,Levy,25/04/2024,Jun,Lapsed,21690,Zevo Toys
1261,Moll,25/04/2024,Jun,New,10980,123 Warehousing
1262,Gilman,25/04/2024,Jun,Lapsed,12240,Barrytron
1263,Batiste,26/04/2024,Jun,New,17190,Canada World Airways
1264,Simonson,26/04/2024,Jun,Lapsed,17580,Tessier-Ashpool
1265,Schwarz,26/04/2024,Jun,New,9570,Culdee Fell Railway
1266,Palacios,26/04/2024,Jun,Existing,6390,Buy and Large Corporation
1267,Kroll,26/04/2024,Jun,New,10650,Trans Continental Airlines
1268,Kroll,26/04/2024,Jun,Lapsed,3630,KrebStar
1269,Hitchcock,26/04/2024,Jun,Existing,29430,U.S. Robotics and Mechanical Men
1270,Ahmad,27/04/2024,Jun,Existing,22590,General Products
1271,Schwarz,27/04/2024,Jun,Existing,5010,Atlantic International Airlines
1272,Hitchcock,27/04/2024,Jun,Lapsed,8040,Incom Corporation
1273,Gilman,27/04/2024,Jun,New,25920,123 Warehousing
1274,Ahmad,27/04/2024,Jun,Existing,27810,Wernham Hogg
1275,Batiste,27/04/2024,Jun,Existing,13200,Thatherton Fuels
1276,Palacios,27/04/2024,Jun,Existing,16860,Kumatsu Motors
1277,Parrish,27/04/2024,Jun,Existing,29400,VersaLife Corporation
1278,Kroll,27/04/2024,Jul,Existing,22200,Universal Exports
1279,Ahmad,28/04/2024,Jul,Existing,19290,Atlantic Northern
1280,Batiste,28/04/2024,Jul,New,23430,U.S. Robotics and Mechanical Men
1281,Moll,28/04/2024,Jul,New,3540,Leeding Engines Ltd.
1282,Baines,28/04/2024,Jul,New,21720,Sheinhardt Wig Company
1283,Hitchcock,28/04/2024,Jul,Existing,3210,Acme Corp
1284,Ahmad,28/04/2024,Jul,Existing,28560,Globo Gym American Corp
1285,Simonson,28/04/2024,Jul,Existing,14160,Monarch Playing Card Co.
1286,Pritchett,28/04/2024,Jul,Existing,26520,Buy and Large Corporation
1287,Palacios,28/04/2024,Jul,New,8820,Hishii Industries
1288,Gilman,28/04/2024,Jul,New,6000,Minuteman Cafe
1289,Baines,28/04/2024,Jul,New,3270,Wernham Hogg
1290,Moll,28/04/2024,Jul,New,21210,Zorin Industries
1291,Vincent,29/04/2024,Jul,New,19890,Galaxy Corp
1292,Hall,29/04/2024,Jul,New,23790,Culdee Fell Railway
1293,Simonson,29/04/2024,Jul,Lapsed,28890,Uplink Corporation
1294,Simonson,29/04/2024,Jul,Existing,28380,Edgars Industries
1295,Baines,29/04/2024,Jul,Lapsed,25800,Zevo Toys
1296,Pritchett,30/04/2024,Jul,New,16380,Sto Plains Holdings
1297,Vincent,30/04/2024,Jul,New,13170,Crudgington Brewery
1298,Hall,30/04/2024,Jul,New,7350,Wernham Hogg
1299,Schwarz,30/04/2024,Jul,New,5040,LexCorp
1300,Gilman,30/04/2024,Jul,New,11160,Trans Allied Airlines
1301,Levy,30/04/2024,Jul,New,28170,Colonial Movers
1302,Vincent,30/04/2024,Jul,New,19560,Megadodo Publications
